Week_end,Indicator,High_industry,Value
2021-05-02,Weekly earnings - median - 34 days,Z No Match,691.78
2021-05-02,Weekly earnings - upper quartile - 34 days,Total,1561.54
2021-05-02,Weekly earnings - upper quartile - 34 days,A Primary,1346.15
2021-05-02,Weekly earnings - upper quartile - 34 days,B Goods Producing,1621.8
2021-05-02,Weekly earnings - upper quartile - 34 days,C Services,1579
2021-05-02,Weekly earnings - upper quartile - 34 days,Z No Match,1012.69
2021-05-02,Weekly earnings - lower quartile - 34 days,Total,717.5
2021-05-02,Weekly earnings - lower quartile - 34 days,A Primary,617.14
2021-05-02,Weekly earnings - lower quartile - 34 days,B Goods Producing,932.69
2021-05-02,Weekly earnings - lower quartile - 34 days,C Services,667.39
2021-05-02,Weekly earnings - lower quartile - 34 days,Z No Match,396.72
2021-05-09,Number of paid jobs - 34 days,Total,2270910
2021-05-09,Number of paid jobs - 34 days,A Primary,100050
2021-05-09,Number of paid jobs - 34 days,B Goods Producing,428950
2021-05-09,Number of paid jobs - 34 days,C Services,1682620
2021-05-09,Number of paid jobs - 34 days,Z No Match,59300
2021-05-09,Weekly earnings - median - 34 days,Total,1092
2021-05-09,Weekly earnings - median - 34 days,A Primary,1012
2021-05-09,Weekly earnings - median - 34 days,B Goods Producing,1235.83
2021-05-09,Weekly earnings - median - 34 days,C Services,1069.71
2021-05-09,Weekly earnings - median - 34 days,Z No Match,657.48
2021-05-09,Weekly earnings - upper quartile - 34 days,Total,1567.29
2021-05-09,Weekly earnings - upper quartile - 34 days,A Primary,1345.58
2021-05-09,Weekly earnings - upper quartile - 34 days,B Goods Producing,1638.08
2021-05-09,Weekly earnings - upper quartile - 34 days,C Services,1579.01
2021-05-09,Weekly earnings - upper quartile - 34 days,Z No Match,971.79
2021-05-09,Weekly earnings - lower quartile - 34 days,Total,717.5
2021-05-09,Weekly earnings - lower quartile - 34 days,A Primary,629.69
2021-05-09,Weekly earnings - lower quartile - 34 days,B Goods Producing,942
2021-05-09,Weekly earnings - lower quartile - 34 days,C Services,665.7
2021-05-09,Weekly earnings - lower quartile - 34 days,Z No Match,395.11
2021-05-16,Number of paid jobs - 34 days,Total,2271710
2021-05-16,Number of paid jobs - 34 days,A Primary,99700
2021-05-16,Number of paid jobs - 34 days,B Goods Producing,429340
2021-05-16,Number of paid jobs - 34 days,C Services,1682680
2021-05-16,Number of paid jobs - 34 days,Z No Match,60000
2021-05-16,Weekly earnings - median - 34 days,Total,1086.54
2021-05-16,Weekly earnings - median - 34 days,A Primary,998.75
2021-05-16,Weekly earnings - median - 34 days,B Goods Producing,1230.63
2021-05-16,Weekly earnings - median - 34 days,C Services,1063.87
2021-05-16,Weekly earnings - median - 34 days,Z No Match,662.4
2021-05-16,Weekly earnings - upper quartile - 34 days,Total,1560
2021-05-16,Weekly earnings - upper quartile - 34 days,A Primary,1333.33
2021-05-16,Weekly earnings - upper quartile - 34 days,B Goods Producing,1634.62
2021-05-16,Weekly earnings - upper quartile - 34 days,C Services,1573.21
2021-05-16,Weekly earnings - upper quartile - 34 days,Z No Match,976.74
2021-05-16,Weekly earnings - lower quartile - 34 days,Total,717.5
2021-05-16,Weekly earnings - lower quartile - 34 days,A Primary,605.58
2021-05-16,Weekly earnings - lower quartile - 34 days,B Goods Producing,938.4
2021-05-16,Weekly earnings - lower quartile - 34 days,C Services,669.98
2021-05-16,Weekly earnings - lower quartile - 34 days,Z No Match,393.31
2021-05-23,Number of paid jobs - 34 days,Total,2277510
2021-05-23,Number of paid jobs - 34 days,A Primary,99860
2021-05-23,Number of paid jobs - 34 days,B Goods Producing,429870
2021-05-23,Number of paid jobs - 34 days,C Services,1687270
2021-05-23,Number of paid jobs - 34 days,Z No Match,60500
2021-05-23,Weekly earnings - median - 34 days,Total,1083.36
2021-05-23,Weekly earnings - median - 34 days,A Primary,1002.86
2021-05-23,Weekly earnings - median - 34 days,B Goods Producing,1234.57
2021-05-23,Weekly earnings - median - 34 days,C Services,1058.57
2021-05-23,Weekly earnings - median - 34 days,Z No Match,661.23
2021-05-23,Weekly earnings - upper quartile - 34 days,Total,1555.57
2021-05-23,Weekly earnings - upper quartile - 34 days,A Primary,1346.15
2021-05-23,Weekly earnings - upper quartile - 34 days,B Goods Producing,1638.88
2021-05-23,Weekly earnings - upper quartile - 34 days,C Services,1561.83
2021-05-23,Weekly earnings - upper quartile - 34 days,Z No Match,974.95
2021-05-23,Weekly earnings - lower quartile - 34 days,Total,714
2021-05-23,Weekly earnings - lower quartile - 34 days,A Primary,628.01
2021-05-23,Weekly earnings - lower quartile - 34 days,B Goods Producing,938.88
2021-05-23,Weekly earnings - lower quartile - 34 days,C Services,663.43
2021-05-23,Weekly earnings - lower quartile - 34 days,Z No Match,393.63
2021-05-30,Number of paid jobs - 34 days,Total,2275310
2021-05-30,Number of paid jobs - 34 days,A Primary,99320
2021-05-30,Number of paid jobs - 34 days,B Goods Producing,428970
2021-05-30,Number of paid jobs - 34 days,C Services,1685560
2021-05-30,Number of paid jobs - 34 days,Z No Match,61460
2021-05-30,Weekly earnings - median - 34 days,Total,1084.89
2021-05-30,Weekly earnings - median - 34 days,A Primary,1011.03
2021-05-30,Weekly earnings - median - 34 days,B Goods Producing,1222.97
2021-05-30,Weekly earnings - median - 34 days,C Services,1062.67
2021-05-30,Weekly earnings - median - 34 days,Z No Match,662.4
2021-05-30,Weekly earnings - upper quartile - 34 days,Total,1555.56
2021-05-30,Weekly earnings - upper quartile - 34 days,A Primary,1354.84
2021-05-30,Weekly earnings - upper quartile - 34 days,B Goods Producing,1621.38
2021-05-30,Weekly earnings - upper quartile - 34 days,C Services,1568.71
2021-05-30,Weekly earnings - upper quartile - 34 days,Z No Match,977.5
2021-05-30,Weekly earnings - lower quartile - 34 days,Total,715.89
2021-05-30,Weekly earnings - lower quartile - 34 days,A Primary,630.74
2021-05-30,Weekly earnings - lower quartile - 34 days,B Goods Producing,932.14
2021-05-30,Weekly earnings - lower quartile - 34 days,C Services,669.32
2021-05-30,Weekly earnings - lower quartile - 34 days,Z No Match,390.83
2021-06-06,Number of paid jobs - 34 days,Total,2287030
2021-06-06,Number of paid jobs - 34 days,A Primary,99900
2021-06-06,Number of paid jobs - 34 days,B Goods Producing,429920
2021-06-06,Number of paid jobs - 34 days,C Services,1694330
2021-06-06,Number of paid jobs - 34 days,Z No Match,62870
2021-06-06,Weekly earnings - median - 34 days,Total,1081.2
2021-06-06,Weekly earnings - median - 34 days,A Primary,1000
2021-06-06,Weekly earnings - median - 34 days,B Goods Producing,1211.6
2021-06-06,Weekly earnings - median - 34 days,C Services,1062.5
2021-06-06,Weekly earnings - median - 34 days,Z No Match,663.4
2021-06-06,Weekly earnings - upper quartile - 34 days,Total,1550
2021-06-06,Weekly earnings - upper quartile - 34 days,A Primary,1346.15
2021-06-06,Weekly earnings - upper quartile - 34 days,B Goods Producing,1613.01
2021-06-06,Weekly earnings - upper quartile - 34 days,C Services,1566.88
2021-06-06,Weekly earnings - upper quartile - 34 days,Z No Match,980.77
2021-06-06,Weekly earnings - lower quartile - 34 days,Total,705
2021-06-06,Weekly earnings - lower quartile - 34 days,A Primary,611.75
2021-06-06,Weekly earnings - lower quartile - 34 days,B Goods Producing,924
2021-06-06,Weekly earnings - lower quartile - 34 days,C Services,660
2021-06-06,Weekly earnings - lower quartile - 34 days,Z No Match,388.5
2021-06-13,Number of paid jobs - 34 days,Total,2276590
2021-06-13,Number of paid jobs - 34 days,A Primary,96770
2021-06-13,Number of paid jobs - 34 days,B Goods Producing,430220
2021-06-13,Number of paid jobs - 34 days,C Services,1689200
2021-06-13,Number of paid jobs - 34 days,Z No Match,60390
2021-06-13,Weekly earnings - median - 34 days,Total,1096.83
2021-06-13,Weekly earnings - median - 34 days,A Primary,1029.72
2021-06-13,Weekly earnings - median - 34 days,B Goods Producing,1231.94
2021-06-13,Weekly earnings - median - 34 days,C Services,1076.92
2021-06-13,Weekly earnings - median - 34 days,Z No Match,661.6
2021-06-13,Weekly earnings - upper quartile - 34 days,Total,1565.9
2021-06-13,Weekly earnings - upper quartile - 34 days,A Primary,1363.5
2021-06-13,Weekly earnings - upper quartile - 34 days,B Goods Producing,1634
2021-06-13,Weekly earnings - upper quartile - 34 days,C Services,1578
2021-06-13,Weekly earnings - upper quartile - 34 days,Z No Match,976
2021-06-13,Weekly earnings - lower quartile - 34 days,Total,725
2021-06-13,Weekly earnings - lower quartile - 34 days,A Primary,653.06
2021-06-13,Weekly earnings - lower quartile - 34 days,B Goods Producing,940
2021-06-13,Weekly earnings - lower quartile - 34 days,C Services,675.68
2021-06-13,Weekly earnings - lower quartile - 34 days,Z No Match,393.73
2021-06-20,Number of paid jobs - 34 days,Total,2281470
2021-06-20,Number of paid jobs - 34 days,A Primary,96550
2021-06-20,Number of paid jobs - 34 days,B Goods Producing,429630
2021-06-20,Number of paid jobs - 34 days,C Services,1694390
2021-06-20,Number of paid jobs - 34 days,Z No Match,60900
2021-06-20,Weekly earnings - median - 34 days,Total,1086.17
2021-06-20,Weekly earnings - median - 34 days,A Primary,1012.5
2021-06-20,Weekly earnings - median - 34 days,B Goods Producing,1225
2021-06-20,Weekly earnings - median - 34 days,C Services,1065.94
2021-06-20,Weekly earnings - median - 34 days,Z No Match,660
2021-06-20,Weekly earnings - upper quartile - 34 days,Total,1560
2021-06-20,Weekly earnings - upper quartile - 34 days,A Primary,1350
2021-06-20,Weekly earnings - upper quartile - 34 days,B Goods Producing,1633.55
2021-06-20,Weekly earnings - upper quartile - 34 days,C Services,1573.83
2021-06-20,Weekly earnings - upper quartile - 34 days,Z No Match,975.94
2021-06-20,Weekly earnings - lower quartile - 34 days,Total,713.3
2021-06-20,Weekly earnings - lower quartile - 34 days,A Primary,638.35
2021-06-20,Weekly earnings - lower quartile - 34 days,B Goods Producing,933.33
2021-06-20,Weekly earnings - lower quartile - 34 days,C Services,665.96
2021-06-20,Weekly earnings - lower quartile - 34 days,Z No Match,390.4
2021-06-27,Number of paid jobs - 34 days,Total,2279610
2021-06-27,Number of paid jobs - 34 days,A Primary,96710
2021-06-27,Number of paid jobs - 34 days,B Goods Producing,429330
2021-06-27,Number of paid jobs - 34 days,C Services,1691770
2021-06-27,Number of paid jobs - 34 days,Z No Match,61790
2021-06-27,Weekly earnings - median - 34 days,Total,1088.14
2021-06-27,Weekly earnings - median - 34 days,A Primary,1025.89
2021-06-27,Weekly earnings - median - 34 days,B Goods Producing,1230
2021-06-27,Weekly earnings - median - 34 days,C Services,1067.31
2021-06-27,Weekly earnings - median - 34 days,Z No Match,662.65
2021-06-27,Weekly earnings - upper quartile - 34 days,Total,1563.73
2021-06-27,Weekly earnings - upper quartile - 34 days,A Primary,1361.54
2021-06-27,Weekly earnings - upper quartile - 34 days,B Goods Producing,1635
2021-06-27,Weekly earnings - upper quartile - 34 days,C Services,1575.81
2021-06-27,Weekly earnings - upper quartile - 34 days,Z No Match,981
2021-06-27,Weekly earnings - lower quartile - 34 days,Total,716
2021-06-27,Weekly earnings - lower quartile - 34 days,A Primary,659.71
2021-06-27,Weekly earnings - lower quartile - 34 days,B Goods Producing,933.33
2021-06-27,Weekly earnings - lower quartile - 34 days,C Services,669.38
2021-06-27,Weekly earnings - lower quartile - 34 days,Z No Match,392.81
2021-07-04,Number of paid jobs - 34 days,Total,2292520
2021-07-04,Number of paid jobs - 34 days,A Primary,97850
2021-07-04,Number of paid jobs - 34 days,B Goods Producing,430100
2021-07-04,Number of paid jobs - 34 days,C Services,1701210
2021-07-04,Number of paid jobs - 34 days,Z No Match,63370
2021-07-04,Weekly earnings - median - 34 days,Total,1083.24
2021-07-04,Weekly earnings - median - 34 days,A Primary,1023.28
2021-07-04,Weekly earnings - median - 34 days,B Goods Producing,1219.95
2021-07-04,Weekly earnings - median - 34 days,C Services,1062.45
2021-07-04,Weekly earnings - median - 34 days,Z No Match,657.27
2021-07-04,Weekly earnings - upper quartile - 34 days,Total,1560
2021-07-04,Weekly earnings - upper quartile - 34 days,A Primary,1354
2021-07-04,Weekly earnings - upper quartile - 34 days,B Goods Producing,1626.63
2021-07-04,Weekly earnings - upper quartile - 34 days,C Services,1576.1
2021-07-04,Weekly earnings - upper quartile - 34 days,Z No Match,979.01
2021-07-04,Weekly earnings - lower quartile - 34 days,Total,701.01
2021-07-04,Weekly earnings - lower quartile - 34 days,A Primary,634.85
2021-07-04,Weekly earnings - lower quartile - 34 days,B Goods Producing,923.08
2021-07-04,Weekly earnings - lower quartile - 34 days,C Services,655.87
2021-07-04,Weekly earnings - lower quartile - 34 days,Z No Match,381.89
2021-07-11,Number of paid jobs - 34 days,Total,2274900
2021-07-11,Number of paid jobs - 34 days,A Primary,96950
2021-07-11,Number of paid jobs - 34 days,B Goods Producing,426990
2021-07-11,Number of paid jobs - 34 days,C Services,1687860
2021-07-11,Number of paid jobs - 34 days,Z No Match,63090
2021-07-11,Weekly earnings - median - 34 days,Total,1095.38
2021-07-11,Weekly earnings - median - 34 days,A Primary,1026
2021-07-11,Weekly earnings - median - 34 days,B Goods Producing,1228.41
2021-07-11,Weekly earnings - median - 34 days,C Services,1075.73
2021-07-11,Weekly earnings - median - 34 days,Z No Match,682.22
2021-07-11,Weekly earnings - upper quartile - 34 days,Total,1572.69
2021-07-11,Weekly earnings - upper quartile - 34 days,A Primary,1351.73
2021-07-11,Weekly earnings - upper quartile - 34 days,B Goods Producing,1632
2021-07-11,Weekly earnings - upper quartile - 34 days,C Services,1590.58
2021-07-11,Weekly earnings - upper quartile - 34 days,Z No Match,1002.51
2021-07-11,Weekly earnings - lower quartile - 34 days,Total,716.1
2021-07-11,Weekly earnings - lower quartile - 34 days,A Primary,653.6
2021-07-11,Weekly earnings - lower quartile - 34 days,B Goods Producing,933.33
2021-07-11,Weekly earnings - lower quartile - 34 days,C Services,668.75
2021-07-11,Weekly earnings - lower quartile - 34 days,Z No Match,409.55
2021-07-18,Number of paid jobs - 34 days,Total,2276540
2021-07-18,Number of paid jobs - 34 days,A Primary,98500
2021-07-18,Number of paid jobs - 34 days,B Goods Producing,428240
2021-07-18,Number of paid jobs - 34 days,C Services,1689630
2021-07-18,Number of paid jobs - 34 days,Z No Match,60170
2021-07-18,Weekly earnings - median - 34 days,Total,1096.15
2021-07-18,Weekly earnings - median - 34 days,A Primary,1020
2021-07-18,Weekly earnings - median - 34 days,B Goods Producing,1223.63
2021-07-18,Weekly earnings - median - 34 days,C Services,1077.26
2021-07-18,Weekly earnings - median - 34 days,Z No Match,684.2
2021-07-18,Weekly earnings - upper quartile - 34 days,Total,1576.92
2021-07-18,Weekly earnings - upper quartile - 34 days,A Primary,1349.74
2021-07-18,Weekly earnings - upper quartile - 34 days,B Goods Producing,1625.72
2021-07-18,Weekly earnings - upper quartile - 34 days,C Services,1599.46
2021-07-18,Weekly earnings - upper quartile - 34 days,Z No Match,1000
2021-07-18,Weekly earnings - lower quartile - 34 days,Total,715
2021-07-18,Weekly earnings - lower quartile - 34 days,A Primary,648.38
2021-07-18,Weekly earnings - lower quartile - 34 days,B Goods Producing,929.61
2021-07-18,Weekly earnings - lower quartile - 34 days,C Services,665.16
2021-07-18,Weekly earnings - lower quartile - 34 days,Z No Match,420
2021-07-25,Number of paid jobs - 34 days,Total,2275400
2021-07-25,Number of paid jobs - 34 days,A Primary,99470
2021-07-25,Number of paid jobs - 34 days,B Goods Producing,430790
2021-07-25,Number of paid jobs - 34 days,C Services,1684720
2021-07-25,Number of paid jobs - 34 days,Z No Match,60410
2021-07-25,Weekly earnings - median - 34 days,Total,1105.77
2021-07-25,Weekly earnings - median - 34 days,A Primary,1040
2021-07-25,Weekly earnings - median - 34 days,B Goods Producing,1229.47
2021-07-25,Weekly earnings - median - 34 days,C Services,1080.56
2021-07-25,Weekly earnings - median - 34 days,Z No Match,767.85
2021-07-25,Weekly earnings - upper quartile - 34 days,Total,1587.41
2021-07-25,Weekly earnings - upper quartile - 34 days,A Primary,1370.19
2021-07-25,Weekly earnings - upper quartile - 34 days,B Goods Producing,1639.54
2021-07-25,Weekly earnings - upper quartile - 34 days,C Services,1599.46
2021-07-25,Weekly earnings - upper quartile - 34 days,Z No Match,1181.25
2021-07-25,Weekly earnings - lower quartile - 34 days,Total,724.5
2021-07-25,Weekly earnings - lower quartile - 34 days,A Primary,652.5
2021-07-25,Weekly earnings - lower quartile - 34 days,B Goods Producing,931.5
